Genome	B109_23_EFNP_N1 Relative Abundance (%)	B111F_22_EFNP_N1 Relative Abundance (%)	B11_23_RUNR Relative Abundance (%)	B120_23_EFNP_TC Relative Abundance (%)	B163F_22_EFNP_N1 Relative Abundance (%)	B184F_22_EFNP_BB Relative Abundance (%)	B18F_22_EFNP_N1 Relative Abundance (%)	B19_1_23_RUNR Relative Abundance (%)	B19_2_23_RUNR Relative Abundance (%)	B201_23_EFNP_BB Relative Abundance (%)	B2_1_23_RUNR Relative Abundance (%)	B218_23_EFNP_N96 Relative Abundance (%)	B220_23_EFNP_FF Relative Abundance (%)	B246F_22_EFNP_N1 Relative Abundance (%)	B250F_22_EFNP_CV Relative Abundance (%)	B29F_22_EFNP_BB Relative Abundance (%)	B31_23_EFNP_N31 Relative Abundance (%)	B328_23_EFNP_CC Relative Abundance (%)	B33_23_RUNR Relative Abundance (%)	B357_23_EFNP_TE Relative Abundance (%)	B361_23_EFNP_N88 Relative Abundance (%)	B362F_22_EFNP_WH Relative Abundance (%)	B363_23_EFNP_WH Relative Abundance (%)	B369F_22_EFNP_CV Relative Abundance (%)	B382_23_EFNP_CC Relative Abundance (%)	B39_23_RUNR Relative Abundance (%)	B407_23_EFNP_DW Relative Abundance (%)	B441_23_EFNP_RE Relative Abundance (%)	B458_23_EFNP_N1 Relative Abundance (%)	B461F_22_EFNP_BB Relative Abundance (%)	B462_23_EFNP_CV Relative Abundance (%)	B466F_22_EFNP_N1 Relative Abundance (%)	B478_23_EFNP_NB Relative Abundance (%)	B523F_22_EFNP_DW Relative Abundance (%)	B534F_22_EFNP_CC Relative Abundance (%)	B6_23_RUNR Relative Abundance (%)	B63_23_RUNR Relative Abundance (%)	B83F_22_EFNP_WH Relative Abundance (%)	EHI01172 Relative Abundance (%)	EHI01174 Relative Abundance (%)	EHI01175 Relative Abundance (%)	EHI01176 Relative Abundance (%)	EHI01177 Relative Abundance (%)	EHI01178 Relative Abundance (%)	EHI01179 Relative Abundance (%)	EHI01180 Relative Abundance (%)	EHI02781 Relative Abundance (%)	EHI02786 Relative Abundance (%)	EHI02790 Relative Abundance (%)	EHI02800 Relative Abundance (%)	EHI02805 Relative Abundance (%)	EHI02809 Relative Abundance (%)	EHI02814 Relative Abundance (%)	EHI02816 Relative Abundance (%)	FS1_1_23_RUNR Relative Abundance (%)	FS11F_22_EFNP_N1 Relative Abundance (%)	No_69_road_23_EFNP_N69 Relative Abundance (%)
nhnw_bin.133	0.010015538	0.012522273	0.0058760988	0.006615534	0.018188266	0.007620877	0.019293884	0.015235288	0.002028107	0.042440005	0.006268563	0.04540548	0.022330444	0.03270932	0.03337019	0.026396682	0.012188452	0.0007208569	0.018624261	0.018464595	0.04144859	0.019076964	0.11137411	0.013073835	0.010769123	0.02003008	0.048479006	0.032152966	0.040151756	0.012151261	0.043882765	0.01264699	0.002894545	0.05434253	0.0155712785	0.016818488	0.0200426	0.02985439	0.005806176	0.022382697	0.011092896	0.013124456	0.049333964	0.01135471	0.013216539	0.02525017	0.0065004393	0.009727475	0.009054461	0.0075676404	0.0059180576	0.0059601227	0.010117146	0.010963475	0.006579659	0.01674745	0.009043288
nhnw_bin.134	0.022177001	0.007392929	0.013001808	0.02077801	0.015003787	0.028919175	0.014858521	0.01855728	0.0021663832	0.0050633275	0.0041204086	0.034161612	0.022512782	0.11610146	0.0143517675	0.024521895	0.0097689945	0.013322301	0.011612523	0.014450488	0.02565376	0.019374771	0.013343013	0.027769197	0.008980773	0.060693014	0.08873885	0.031040737	0.025551384	0.028443614	0.024392974	0.040968597	0.0036872155	0.03708068	0.033995923	0.009611329	0.016639385	0.013816229	0.0075693196	0.026000334	0.009924973	0.06485679	0.012894403	0.009064118	0.019852005	0.017476326	0.0039903605	0.0042554694	0.005067774	0.0043440904	0.0056023025	0.0038232068	0.004640619	0.0033089311	0.0060033905	0.085721575	0.026564045
nhnw_bin.135	0.0069551026	0.009879944	0.011973873	0.042778276	0.009186478	0.021772243	0.023046808	0.035244837	0.0059472825	0.011294773	0.014435854	0.0189376	0.014915793	0.009701908	0.010693361	0.013640091	0.017502971	0.044261925	0.029369969	0.0133123845	0.01649275	0.009501759	0.0104170805	0.02987915	0.021184754	0.014860892	0.033142257	0.008178509	0.005245905	0.00456031	0.005814542	0.006415893	0.005586656	0.05481987	0.013776561	0.006650442	0.0068731946	0.15666658	0.004241278	0.0032856953	0.00096419145	0.0024931764	0.003878289	0.0021793814	0.0031152463	0.0042358236	0.0021456666	0.002885459	0.0025757211	0.0028352337	0.0023299078	0.0027699324	0.003132346	0.0022330156	0.00545886	0.0041931225	0.023901595
nhnw_bin.136	0.111529365	0.030669954	0.007087885	0.010559471	0.0050012693	0.0080002695	0.0022355695	0.041816946	0.004361369	0.030375035	0.007682284	0.11078364	0.0351798	0.096729025	0.03405712	0.007339766	0.09897197	0.09514271	0.23003016	0.074864365	0.22932377	0.06475022	0.000028709257	0.000026334916	0.010613559	0.025075205	0.075132824	0.081606776	0.19564615	0.057816967	0.47398895	0.0038803369	0.018442705	0.030736316	0.0152726965	0.09279851	0.04493176	0.012836195	0.00009615298	0.000013837252	0.00007894341	0.00001471461	0.00005305816	0.00002985368	0.000033422828	0.00003844293	0.0002440473	0.00040987448	0.00014021083	0.0003727911	0.0006629381	0.00036662558	0.00030639832	0.00032001658	0.035613004	0.088202484	0.010169124
nhnw_bin.137	0.012217765	0.0037805461	0.005179933	0.052791968	0.0064279386	0.010943041	0.011296682	0.020509107	0.00076828344	0.022341216	0.016060796	0.0078124	0.052049376	0.00223147	0.005951558	0.0047624717	0.23405564	0.048488565	0.095358185	0.023183234	0.10716929	0.005313656	0.08271832	0.09361904	0.0055079297	0.02413665	0.031007018	0.015261019	0.016909817	0.020738643	0.008670318	0.0050491667	0.0036241359	0.012388577	0.0058848294	0.011242897	0.007438762	0.010174224	0.003177304	0.0018444605	0.0014111104	0.00152813	0.00083310175	0.00048842246	0.001172832	0.0011988144	0.0021863868	0.0019434366	0.0013394941	0.0027414656	0.0012941902	0.002508888	0.0012919641	0.0013088059	0.0027548275	0.005297823	0.24271551
nhnw_bin.138	0.028360758	0.033242244	0.011874304	0.01235094	0.013715177	0.010603122	0.008330547	0.009050356	0.0024085962	0.11955972	0.0087379925	0.043022517	0.01948778	0.026770052	0.020603301	0.037774157	0.013252301	0.03500134	0.01018996	0.028157996	0.02367105	0.020601971	0.08009445	0.013459008	0.011969569	0.0062238174	0.02247094	0.021564797	0.044717982	0.014856165	0.010352453	0.060513496	0.0017692717	0.07324261	0.020769514	0.03175573	0.011493083	0.017730322	0.012757437	0.00487439	0.044616327	0.036761798	0.03772127	0.0019540675	0.026481258	0.0854893	0.000985491	0.0011570506	0.0010962263	0.0011649837	0.0009722466	0.00088618265	0.001283118	0.0014550906	0.0048360517	0.014089756	0.016872667
nhnw_bin.139	0.023369739	0.02651755	0.012151191	0.14505233	0.18444994	0.09737146	0.087251306	0.03358263	0.00293585	0.064083375	0.02655251	0.046843458	0.119922854	0.06912061	0.14445019	0.06133471	0.054697677	0.060947113	0.10910802	0.025588702	0.03492073	0.04463165	0.06699233	0.3785179	0.07121155	0.052629825	0.032771613	0.008240277	0.021273945	0.050765958	0.029341584	0.024122838	0.0037031574	0.012877253	0.035448525	0.012292153	0.013091093	0.022516035	0.006848715	0.014089947	0.011251098	0.0021367504	0.0012470675	0.007696295	0.0060135033	0.014513014	0.0023619276	0.0015581672	0.0020214063	0.002593774	0.0017437175	0.002858573	0.0021603338	0.0016801836	0.0070386115	0.12292598	0.1653544
nhnw_bin.13	0.00004871699	0.00003913792	0.0007280061	0.000014941526	0.000017869948	0.000026288753	0.000034812234	0.06949525	0.019237282	0.00003126073	0.00004782748	0.000041641044	0.000078090816	0.000046820544	0.00003351521	0.000027816997	0.000027864064	0.00004689945	0.00007148773	0.000009500068	0.000016354717	0.000026969343	0.0000151631475	0.00004271859	0.12122305	0.00006316102	0.32232448	0.000014324077	0.000027834423	0.0000267559	0.000019002051	0.00003189273	0.011567655	0.0000270814	0.000009720372	0.08426672	0.0442217	0.000040383067	0.000026434405	0.000014973607	0.00004518799	0.000088547	0.00007300859	0.000016160244	0.00002964704	0.00028193698	0.00007058734	0.00009916383	0.000101011174	0.00003606719	0.00009956237	0.000084376654	0.00007971866	0.00006839494	0.029937644	0.000029567538	0.000018032742
nhnw_bin.140	0	0.000006185818	0.0000011061196	0.5526429	0.00001561598	0.015626889	0.00002291121	0.00004070341	0.000007413252	0.00696477	0	0.000595027	1.7906216	0.15089488	0.000016234377	0.0020477446	0.0003437316	0.47831452	0.0000733098	0.00028396925	0.40386647	0.0047627445	0.00038677963	0.000005664502	0.1701577	0.000004282019	0.45028672	0.000006050328	0.4513768	0.0006099386	0.008795973	0.000005798546	0.0004492638	0.037225366	0.000027030428	0.0002137874	0	0.000044112778	0.000032816988	0.000029955529	0.000016602695	0.00005020633	0.000015792515	0.000020746244	0.00011989322	0.00001564483	0.0004626874	0.0006084896	0.000529268	0.0006455217	0.0003973328	0.0005417909	0.00038231575	0.0010033435	0.00008018217	0.70471245	0.01364254
nhnw_bin.141	0.0014477572	0.003997392	0.0065287245	0.030199165	0.006234495	0.013085729	0.0055578416	0.01096473	0.0018153241	0.011250536	0.02651416	0.008809234	0.01527821	0.0058001485	0.011753345	0.01857461	0.017493296	0.027418515	0.012838533	0.004331435	0.018968826	0.006025483	0.016923532	0.13063307	0.15871802	0.031606626	0.015968975	0.0043491214	0.032940816	0.008388392	0.0034008548	0.004311441	0.00039439448	0.008528753	0.0050924583	0.004206572	0.0047231265	0.021201337	0.031374246	0.0024247582	0.017461354	0.008243901	0.01754949	0.0117429895	0.013536559	0.004102753	0.00013324726	0.000051790048	0.00013214469	0.00008834438	0.00017401032	0.000097378164	0.00007290809	0.000107159176	0.0021857244	0.008479843	0.06904114
nhnw_bin.142	0.02543207	0.03150514	0.016629342	0.013835608	0.049607605	0.02751883	0.048491646	0.01550912	0.0040055322	0.09222365	0.009878468	0.06017293	0.03129558	0.02494236	0.0911421	0.048397653	0.028605513	0.03402652	0.053214166	0.017209005	0.024271058	0.03985978	0.049241047	0.021364734	0.026637608	0.039133	0.029180635	0.06812094	0.025384048	0.032858413	0.0659175	0.09769012	0.0014193126	0.07324914	0.030398125	0.034372803	0.026968354	0.041334163	0.010771765	0.05681443	0.090135425	0.042408425	0.0716442	0.01705809	0.025007783	0.043890394	0.006442437	0.008053231	0.008574207	0.007817339	0.006809355	0.0059995325	0.008135762	0.009445829	0.008433127	0.01923314	0.01587009
nhnw_bin.143	0.008366104	0.05671852	0.0046032425	0.13668649	0.06518947	0.06774477	0.13835007	0.042118672	0.007346356	0.009060723	0.024543181	0.0056537637	0.021031987	0.015697714	0.030251402	0.022944227	0.03051181	0.006879667	0.016206337	0.0016180354	0.023822239	0.018635066	0.055465788	0.30073366	0.08076972	0.09574288	0.005417179	0.0077032982	0.0019362486	0.0064504077	0.004916323	0.008556356	0.0031223234	0.002422463	0.008840401	0.0060068485	0.0030047114	0.028339243	0.0154331	0.0010089003	0.007733521	0.011437208	0.002432175	0.00068194326	0.0031057822	0.0005221406	0.00064303895	0.00056574645	0.00061379705	0.00093274936	0.0005655848	0.0009779524	0.00063161895	0.0007442003	0.010543219	0.05537401	0.033623163
nhnw_bin.144	0.022114662	0.0009093553	0.020419974	0.00072346005	0.007446619	0.018375142	0.0021953473	0.007391846	0.0017057132	0.014381567	0.0035261377	0.012266171	0.029084975	0.018688764	0.0054731914	0.02314177	0.0010864582	0.11223942	0.011387451	0.07826999	0.0031576739	0.011240862	0.17101534	0.06559893	0.008744813	0.020390494	0.034682143	0.0016352278	0.009137353	0.0024158123	0.024447983	0.0008634735	0.0014778371	0.0342643	0.0043578073	0.015571599	0.051781576	0.03822243	0.04536782	0.045186374	0.0066495	0.0053690546	0.05644319	0.017859623	0.020981142	0.004962493	0.0067054615	0.0070078117	0.005927409	0.0070608114	0.006790173	0.008503565	0.006845406	0.0060880547	0.004518808	0.0016208068	0.00045193086
nhnw_bin.145	0.02722872	0.030101279	0.0018708511	0.03339153	0.011991924	0.11720954	0.010546397	0.07489379	0.018949177	0.15691559	0.0040824935	0.08679072	0.04760677	0.14050855	0.040755928	0.10907811	0.010918778	0.05288274	0.116312556	0.09414966	0.12481514	0.07742043	0.16001529	0.0010071702	0.07709935	0.00622739	0.10498459	0.004942515	0.11993964	0.12453814	0.040914763	0.008804371	0.006157802	0.08839109	0.059391364	0.20740335	0.10135219	0.020319609	0.0026256568	0.0003474678	0.0014175756	0.00054999726	0.010511111	0.00058525545	0.0061279056	0.0009476428	0.00037332415	0.00020510775	0.00045619794	0.00025444748	0.00040540175	0.00032232434	0.00026665383	0.00041284913	0.045132805	0.0769263	0.008487989
nhnw_bin.146	0.0013008212	0.0011166278	0.00029371353	0.00042394287	0.0008258346	0.0006645522	0.0006465508	0.0009500043	0	0.00039848097	0.0004552389	0.0004115911	0.00055359764	0.000786103	0.17802465	0.0008487611	0.002193047	0.0008919303	0.0004189554	0.00025629444	0.00035326244	0.02699832	0.00066865754	0.0011159544	0.0004831403	0.0015061694	0.010978371	0.0012772967	0.0007302739	0.0007571879	0.0006656115	0.06381424	0.00001273046	0.054271635	0.13709876	0.0008449047	0.0007350181	0.0048620612	0.00032484214	0.0029403686	0.001104249	0.0016164437	0.0012566082	0.0027749971	0.0007912515	0.0014509683	0.00053427555	0.00048951467	0.0004901601	0.00040925405	0.0006899781	0.0005619685	0.0003845961	0.0005949765	0.00033245774	0.0007308025	0.00036644607
nhnw_bin.147	0.0025887713	0.0005028744	0.00023022226	0.00005217035	0.32303402	0.23864275	0.15365231	0.00018261788	0.0004954228	0.000044912016	0.000019571777	0.00014828266	0.00008012931	0.00030904755	0.020467255	0.121897236	0.0016788768	0.00022302812	0.00028812033	0.00009082509	0.00010381773	0.0034014434	0.00073354377	0.00035428183	0.00065672613	0.0008827549	0.00015195078	0.000029988165	0.00091804704	0.00037401353	0.000037906208	0.00062977045	0.000035321526	0.00013519631	0.0030315123	0.00049954414	0.00010703033	0.0020161108	0.00028980974	0.00070116716	0.00052279956	0.0003037927	0.00031629173	0.0003028423	0.00021682969	0.00051204074	0.0013712775	0.0010345544	0.0016610835	0.0010175029	0.0018455152	0.0011006169	0.0015648791	0.000837768	0.00005247809	0.000036785746	0.00030131405
nhnw_bin.148	0.027366638	0.051809195	0.059469312	0.120939955	0.3080982	0.042455345	0.32932475	0.09457823	0.016014453	0.042427864	0.03535429	0.1262699	0.19631602	0.36632356	0.28673345	0.04899015	0.25413895	0.10143481	0.049894433	0.07212825	0.1278853	0.048613045	0.1274325	0.10237462	0.17111415	0.06748019	0.0487761	0.054331847	0.15902293	0.063965715	0.029304175	0.080902524	0.008997348	0.5559756	0.045852773	0.06158023	0.18244158	0.101346366	0.030364627	0.0060930885	0.010421316	0.020470947	0.0071378634	0.029624803	0.0071186167	0.002299983	0.0033673386	0.003292941	0.002930551	0.003501184	0.0028343427	0.0041737356	0.0034376548	0.003407654	0.047151238	0.27399984	0.07207792
nhnw_bin.149	0.008952658	0.014996723	0.0090239355	0.060504936	0.2548733	0.31124833	0.46487728	0.069494955	0.0022441165	0.08433436	0.010906759	0.12778676	0.037076443	0.063013285	0.07080945	0.10836525	0.023330647	0.031464208	0.016273221	0.028134404	0.100126095	0.06796439	0.018965853	0.19292401	0.017795937	0.052631438	0.091595896	0.015053134	0.016699351	0.030877689	0.008814203	0.028310437	0.0017252037	0.009564564	0.024007132	0.007633924	0.009339402	0.031196624	0.021159165	0.010651707	0.0070772776	0.012147945	0.0061995382	0.020503888	0.016116476	0.017841054	0.018596133	0.01743415	0.016250048	0.019714907	0.018920388	0.017453164	0.023128659	0.015528921	0.009606486	0.27577206	0.16911641
nhnw_bin.14	0.0005615713	0.03165494	0.008705244	0.008780275	0.06008852	0.024736926	0.07237558	0.0054717744	0.0004202656	0.00076608965	0.0015321608	0.0022445803	0.0018301092	0.014876998	0.033480715	0.075260624	0.00089738966	0.0013224772	0.0074352254	0.0064461133	0.001480225	0.06150044	0.002821421	0.046203114	0.0031343966	0.007463708	0.0011927802	0.00096803985	0.0037406576	0.006708078	0.00052459264	0.04875978	0.000857221	0.22401302	0.047801606	0.0017195947	0.0009333458	0.20543367	0.000069605536	0.00016586567	0.00020198632	0.00051090727	0.0001565572	0.00014494361	0.00019122845	0.00013774037	0.0002967924	0.00017104874	0.00019105441	0.00028755033	0.00028155377	0.0001973721	0.000397999	0.00020649326	0.0033821822	0.03193886	0.0012841817
nhnw_bin.150	0.008403986	0.040626034	0.005641027	0.2687196	0.04834668	0.053057835	0.11648226	0.04141531	0.008335207	0.0982214	0.024183208	0.042002052	0.06836483	0.015953446	0.04973916	0.02185975	0.031502966	0.024763374	0.021681678	0.0150166415	0.04922627	0.12825802	0.0542246	0.41999233	0.10020001	0.024712883	0.07860321	0.038243845	0.05775715	0.08876665	0.014792045	0.010443591	0.0037770537	0.010381858	0.03115005	0.0075556245	0.014002279	0.035404686	0.008261819	0.0014328426	0.008535076	0.0015949534	0.0023639468	0.0027482973	0.0054281214	0.0019713684	0.00035472208	0.00027653528	0.00024417578	0.00041502857	0.0002965875	0.00055952783	0.0003666055	0.0003597075	0.0055447365	0.042726163	0.1586908
nhnw_bin.151	0.005520686	0.0055958414	0.0070594475	0.0038244387	0.013193458	0.013411772	0.028350566	0.015746595	0.0016633731	0.012565706	0.0028598742	0.012224195	0.0062313285	0.014193125	0.014699097	0.01234488	0.013768021	0.014927529	0.019868506	0.004978276	0.015250439	0.015959943	0.017490434	0.0060677836	0.006664188	0.016278207	0.0061838995	0.010819418	0.007622687	0.0070421114	0.011349276	0.011191211	0.001425008	0.000733429	0.01356775	0.0076232115	0.019110292	0.045463443	0.0055134087	0.009620471	0.014040115	0.011591726	0.006678702	0.0013801551	0.0035318867	0.037083462	0.0017435136	0.0018719648	0.0017558184	0.0016219383	0.0015736803	0.0014970818	0.0017245377	0.0020801008	0.0054052244	0.010833649	0.007820896
nhnw_bin.152	0.15916555	0.25832444	0.5545763	0.05322483	0.6543959	0.41159934	0.40842634	0.70017457	0.0460123	0.02355494	0.22061819	0.75843555	0.0057915105	0.6439305	0.008169507	0.64967453	0.052751787	1.1859716	0.4513492	0.49518827	1.5650334	0.5290409	1.5202979	0.56839985	1.3299861	0.5446388	0.6396654	0.07389353	0.24355686	0.29451507	0.26906428	0.0163709	0.036129043	0.24632545	0.21055752	0.7880123	1.1068848	0.012391369	0.10327096	0.0037042398	0.0069462745	0.008186447	0.022631504	0.046527687	0.040229823	0.0030756039	0.004967533	0.0053899786	0.004767748	0.0056524375	0.0048599625	0.006554923	0.0046462	0.006084303	0.3738471	0.5546744	0.3178723
nhnw_bin.153	0.0002079841	0.00018544654	0.000024435352	0.0476579	0.0013024658	0.00067489914	0.00089265365	0.000037983933	0.004050162	0.020093208	0.000066239154	0.0027608795	0.0004786893	0.00077635824	0.0008509221	0.0006431083	0.0024707366	0.00028729593	0.0002268327	0.00014815158	0.000045800884	0.001867977	0.00029956174	0.029035954	1.7746058	0.00010801308	0.00019566949	0.00009266473	0.026385946	0.0014645974	0.095265426	0.00069530326	0	0.00025853596	0.0021773612	0.00006028142	0.000048906397	0.00034126794	0.000059086815	0.00018559706	0.000017876073	0.0000670945	0.00039444942	0.00015632893	0.00007016061	0.00005522572	0.000011554587	0.00000378013	0.000021028049	0.0000021668704	0.000010405212	0.00000714245	0.0000036509432	0.0000035502676	0.000040835483	0.0010107814	0.00007633154
nhnw_bin.154	0.0019017728	0.00056889525	0.0018957916	0.018369477	0.0009979812	0.0094603	0.0033214644	0.084441036	0.004239855	0.008760079	0.00806412	0.00054794	0.0009889593	0.02586053	0.00059581496	0.025368445	0.0017613221	0.002057503	0.008344467	0.001020086	0.0004416246	0.0071528936	0.020686453	0.049705263	0.0036669082	0.05370025	0.01766793	0.002631994	0.000875178	0.0020393322	0.00053762883	0.008332242	0.000100640886	0.0065137637	0.0014060854	0.009753102	0.010887991	0.00066630566	0.013056565	0.015634323	0.008490582	0.028981203	0.013114103	0.015584186	0.011738472	0.033563092	0.0065632043	0.007820168	0.008339227	0.0075378534	0.007983358	0.0062039555	0.0081733195	0.008906624	0.009441942	0.011598696	0.030648123
nhnw_bin.155	0.013649511	0.072612084	0.02236136	0.15414755	0.20219173	0.23980235	0.30034092	0.12512468	0.0087435655	0.11671695	0.050652258	0.06381058	0.08117694	0.013000977	0.08521417	0.10954867	0.14953823	0.11050505	0.028311083	0.13828225	0.111059755	0.15996271	0.11994939	0.19402833	0.057995755	0.07734705	0.16403848	0.12352717	0.08331257	0.17025293	0.03626814	0.035478514	0.0018089961	0.0128832245	0.18470682	0.050581448	0.022984654	0.07456413	0.011389932	0.0016222765	0.002714313	0.0021274176	0.0021956372	0.0027697824	0.0028331352	0.006381231	0.0035734766	0.003268466	0.0025851585	0.0032142948	0.0024259721	0.003766101	0.0023952592	0.0028571286	0.02031344	0.05513881	0.3692058
nhnw_bin.156	0.16278952	0.016820697	0.03120551	0.12365971	0.1355076	0.022985486	0.1577296	0.028370699	0.0056198337	0.031063588	0.010463884	0.054919783	0.035482448	0.02507046	0.022272948	0.03361029	0.049604528	0.08242541	0.049829986	0.056737788	0.15456867	0.08271624	0.12671632	0.038412854	0.054549236	0.20955572	0.039815217	0.033145502	0.025762338	0.033239417	0.0083301375	0.0032727944	0.0011753823	0.03309393	0.01809117	0.13182428	0.06861479	0.026060585	0.013971052	0.0055347807	0.006548215	0.0060707917	0.011000111	0.013143305	0.009128071	0.005660017	0.0022004473	0.0023090583	0.0021922418	0.0023551015	0.0026932394	0.0027467448	0.0027080995	0.0022645332	0.013002027	0.019396953	0.29602018
nhnw_bin.157	0.0010490895	0.0026957055	0.0037187794	0.029110853	0.008328628	0.01360304	0.006028005	0.01581397	0.0025767146	0.0043495176	0.00960229	0.007851792	0.01553735	0.009085337	0.005806018	0.01599203	0.007001117	0.007476615	0.007441533	0.003821483	0.008795161	0.003739217	0.0094984	0.057044216	0.024487203	0.04056976	0.004987849	0.003966637	0.004292117	0.001911821	0.0021440573	0.0015105085	0.00023817633	0.003183043	0.0009729389	0.006477356	0.0043805637	0.056310877	0.009007358	0.0041623157	0.0014398417	0.0020623372	0.004421463	0.0037092909	0.007568946	0.0021784857	0.0007197715	0.0006481585	0.0008223644	0.00074456475	0.00062768196	0.00082169793	0.00067787536	0.00059156463	0.0024912218	0.04737964	0.030998027
nhnw_bin.158	0.0012238963	0.0037455817	0.041838046	0.051976677	0.13809662	0.19768365	0.18856674	0.05085719	0.006312522	0.047952488	0.042886596	0.07555946	0.07081497	0.009237577	0.13211785	0.048117846	0.08693271	0.039813865	0.013904263	0.09498272	0.122264445	0.0355917	0.073116265	0.26847717	0.008979066	0.10492488	0.07139752	0.039382983	0.02198579	0.039618745	0.021045754	0.003346753	0.001103411	0.01096316	0.03762057	0.005854913	0.020529473	0.0098470645	0.0053288974	0.015836602	0.011029619	0.02735345	0.0075847534	0.013672052	0.0068758414	0.01393745	0.00012326332	0.000089189685	0.000120233446	0.00015642999	0.00014328294	0.00007642691	0.000088008994	0.00014460731	0.0058260174	0.09644622	0.2711616
nhnw_bin.159	0.07398225	0.025549844	0.0571505	0.16861717	0.07221393	0.018870015	0.089972556	0.23065187	0.017772572	0.013382204	0.028475042	0.08304593	0.21829689	0.024227109	0.047260866	0.021827556	0.5714876	0.33709803	0.0371171	0.5448041	0.21870264	0.050072793	0.16763245	0.20523378	0.006903673	0.14295425	0.32252607	0.09782254	0.13711399	0.008412109	0.09066012	0.019642796	0.0012458996	0.013995765	0.036560543	0.045483112	0.016117604	0.046908356	0.0009008269	0.00048619744	0.0025133023	0.00045945428	0.0006488103	0.00065493205	0.0005505749	0.0011612029	0.0012365626	0.001639892	0.0010812108	0.0015450757	0.0008144363	0.0013776748	0.0008351991	0.0012314701	0.014634278	0.033622805	0.114271484
nhnw_bin.15	0.19720122	0.15385692	0.34026644	0.2996363	0.30654126	0.447742	0.5074055	0.7980171	0.11801995	0.24128157	0.32635683	0.6173123	0.38542122	0.1910479	0.4740754	0.27034926	0.51567113	1.0326191	1.0871531	0.7657018	0.5772242	0.077203594	0.65689605	0.8760581	0.029499931	1.1503868	1.038348	1.0078772	0.5543316	0.34059078	0.23889585	0.92206895	0.010928057	0.06700729	0.7261104	0.5761218	0.69741714	0.76220447	0.115306005	0.09766408	0.076219276	0.10761214	0.028291322	0.03590807	0.06868228	0.055080943	0.008235465	0.0063275085	0.0059893336	0.006959773	0.006294815	0.0058118817	0.008182616	0.0044358624	0.31412572	0.35401258	0.9416039
nhnw_bin.160	0.054093234	0.11580625	0.15383267	0.42677155	0.2116966	0.22491759	0.38659376	0.45250726	0.04421313	0.58510405	0.120383225	0.5874647	0.25116438	0.18305099	0.20499806	0.10502055	0.16696122	0.19374749	0.17686759	0.13663346	0.39892146	0.5119588	0.15821207	0.3850989	0.1983599	0.6374162	0.34956324	0.32910678	0.06762853	0.1438391	0.23313907	0.04380703	0.0034958082	0.10469717	0.11612616	0.08473116	0.24298358	0.10979195	0.0031270254	0.0022564307	0.0024891717	0.0050009596	0.0026029677	0.0027522494	0.0013773737	0.0026133587	0.0033648573	0.0027829006	0.0031988153	0.0038695317	0.0031508259	0.0035032688	0.0046137646	0.002384255	0.06779402	0.4631476	1.0702893
nhnw_bin.161	0.0042809527	0.06721113	0.0045671575	0.014409023	0.0114079695	0.19434766	0.014608909	0.028404437	0.0032320223	0.023841714	0.014593773	0.008832948	0.02250952	0.041294966	0.011509926	0.07115373	0.019221136	0.06386192	0.05783573	0.007054264	0.01962555	0.048923425	0.009296691	0.048482113	0.017494613	0.059240427	0.020751553	0.014069454	0.008987694	0.10600224	0.006293429	0.06968927	0.019282578	0.003413801	0.008945509	0.008642462	0.017437698	0.026440484	0.05196705	0.0019859076	0.0010879424	0.0027602897	0.00089138286	0.010351947	0.020655507	0.0027723075	0.0031702658	0.0034614815	0.0027394332	0.0037290994	0.002298961	0.0037697665	0.0022793103	0.0033148734	0.009997996	0.036806	0.075833306
nhnw_bin.162	0.64010715	0.1093227	0.111492105	16.121063	0.16329399	0.24225728	0.27613693	0.20529172	0.10645306	1.2291138	0.22701909	2.0767677	6.1539392	0.46292624	0.5750062	0.3592967	2.2085857	1.3613613	2.503763	2.148866	1.3633176	0.44651702	0.9405337	0.7740595	1.6918106	2.1912968	0.9322171	2.4226916	0.43114892	0.23142721	0.52035505	0.06304199	0.07345052	0.14458318	0.25847095	1.6643058	1.5910662	0.46544632	0.012869421	0.0027478556	0.0038251253	0.0041030026	0.0033303283	0.0127756335	0.017900096	0.0017369477	0.00081454194	0.00063208456	0.00045885541	0.0010591792	0.00065977697	0.00097613357	0.0006028613	0.00031699252	0.07394382	1.5625314	8.001484
nhnw_bin.163	0.03305469	0.07089801	0.0014726316	0.00043395895	0.08524176	0.005582031	0.011755124	0.005907673	0.012391195	0.0023001858	0.00013893917	0.006560078	0.0005027982	0.024243075	0.061734788	0.010870821	0.01192694	0.022668898	0.0017541981	0.011957442	0.0006290633	0.10260839	0.012807484	0.03678982	0.012005439	0.00067405275	0.016007883	0.0010011401	0.008505199	0.014955382	0.013178913	0.01741875	0.008115864	0.0018518612	0.025865443	0.00062549114	0.010538645	0.036337074	0.0021943154	0.009843286	0.0042932434	0.012215786	0.005507744	0.02455685	0.008187506	0.011076662	0.0015301005	0.0013971861	0.0017580233	0.0013311313	0.0018635	0.0010131769	0.0016896357	0.001300275	0.0028963785	0.004298392	0.017693402
